9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T05:59:00Z;2147;2150;2150;2147;29;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:00:00Z;2151;2150;2151;2150;27;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:01:00Z;2150;2149.6;2150.7;2149.4;41;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:02:00Z;2149.6;2149.6;2149.6;2149.6;25;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:03:00Z;2149.6;2149;2149.7;2149;33;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:04:00Z;2149.1;2149;2149.1;2149;16;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:06:00Z;2149;2149;2149;2149;2;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:07:00Z;2149;2148.4;2149;2148.4;9;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:08:00Z;2148;2148;2148;2148;2;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:09:00Z;2148;2148.2;2148.2;2148;3;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:10:00Z;2148.2;2148.4;2148.4;2148.2;9;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:11:00Z;2148.2;2148.4;2148.4;2148.2;3;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:12:00Z;2148.5;2148.5;2148.5;2148.5;1;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:13:00Z;2148.5;2148.4;2148.5;2148.4;3;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:14:00Z;2148.4;2148.4;2148.4;2148.4;2;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:15:00Z;2148.4;2148.4;2148.4;2148.4;5;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:16:00Z;2148.4;2148.4;2148.4;2148.4;1;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:17:00Z;2148.4;2148.4;2148.4;2148.4;2;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:19:00Z;2148.5;2149;2149;2148.5;5;
9b4d5059-51d3-4154-b0b9-038254cd37fc;2024-03-05T06:20:00Z;2149;2149;2149;2149;9;
