UTC;command
2025-05-28 07:10:44.641920+00:00;1
2025-05-28 07:11:46.678722+00:00;1
2025-05-28 07:12:48.731644+00:00;1
2025-05-28 07:13:50.870175+00:00;1
2025-05-28 07:14:52.817831+00:00;1
2025-05-28 07:15:54.780817+00:00;1
2025-05-28 07:16:56.818752+00:00;1
2025-05-28 07:17:58.795035+00:00;1
2025-05-28 07:19:00.850114+00:00;1
2025-05-28 07:20:08.117184+00:00;0
2025-05-28 07:20:08.117184+00:00;0
2025-05-28 07:21:10.116701+00:00;0
2025-05-28 07:22:12.264033+00:00;0
2025-05-28 07:23:14.337106+00:00;0
2025-05-28 07:24:16.354647+00:00;0
2025-05-28 07:25:18.423551+00:00;0
2025-05-28 07:26:20.506162+00:00;0
2025-05-28 07:27:22.599922+00:00;0
2025-05-28 07:28:24.692843+00:00;0
2025-05-28 07:29:26.703090+00:00;0
2025-05-28 07:30:28.911509+00:00;0
2025-05-28 07:31:31.087841+00:00;0
2025-05-28 07:32:33.213497+00:00;0
2025-05-28 07:33:35.321404+00:00;0
2025-05-28 07:34:37.404764+00:00;0
2025-05-28 07:35:39.464452+00:00;0
2025-05-28 07:36:41.562611+00:00;0
2025-05-28 07:37:48.771788+00:00;2
2025-05-28 07:37:48.771788+00:00;2
2025-05-28 07:38:50.775401+00:00;2
2025-05-28 07:39:58.129566+00:00;0
2025-05-28 07:39:58.129566+00:00;0
2025-05-28 07:41:00.277726+00:00;0
2025-05-28 07:42:07.697997+00:00;2
2025-05-28 07:42:07.697997+00:00;2
2025-05-28 07:43:15.087990+00:00;0
2025-05-28 07:43:15.087990+00:00;0
2025-05-28 07:44:17.316825+00:00;0
2025-05-28 07:45:24.522674+00:00;2
2025-05-28 07:45:24.522674+00:00;2
2025-05-28 07:46:26.538814+00:00;1
2025-05-28 07:47:28.602778+00:00;1
2025-05-28 07:48:30.704994+00:00;1
2025-05-28 07:49:32.702428+00:00;1
2025-05-28 07:50:34.720745+00:00;1
2025-05-28 07:51:36.800978+00:00;1
2025-05-28 07:52:38.804771+00:00;1
2025-05-28 07:53:40.874743+00:00;1
2025-05-28 07:54:43.008668+00:00;1
2025-05-28 07:55:45.022346+00:00;1
2025-05-28 07:56:47.120529+00:00;1
2025-05-28 07:57:49.173964+00:00;1
2025-05-28 07:58:56.457459+00:00;0
2025-05-28 07:58:56.458459+00:00;0
2025-05-28 07:59:58.592650+00:00;0
2025-05-28 08:01:00.583019+00:00;0
2025-05-28 08:02:07.958155+00:00;2
2025-05-28 08:02:07.958155+00:00;2
2025-05-28 08:03:15.345757+00:00;0
2025-05-28 08:03:15.345757+00:00;0
2025-05-28 08:04:22.526774+00:00;2
2025-05-28 08:04:22.526774+00:00;2
2025-05-28 08:05:24.649243+00:00;1
2025-05-28 08:06:26.649118+00:00;2
2025-05-28 08:07:33.986853+00:00;0
2025-05-28 08:07:33.987854+00:00;0
2025-05-28 08:08:36.044674+00:00;0
2025-05-28 08:09:38.057134+00:00;0
2025-05-28 08:10:40.053346+00:00;0
2025-05-28 08:11:47.331303+00:00;2
2025-05-28 08:11:47.331303+00:00;2
2025-05-28 08:12:54.537819+00:00;0
2025-05-28 08:12:54.537819+00:00;0
2025-05-28 08:13:56.621636+00:00;0
2025-05-28 08:15:03.968779+00:00;2
2025-05-28 08:15:03.968779+00:00;2
2025-05-28 08:16:05.972002+00:00;1
2025-05-28 08:17:08.145952+00:00;1
2025-05-28 08:18:10.166455+00:00;1
2025-05-28 08:19:12.415873+00:00;1
2025-05-28 08:20:19.814935+00:00;0
2025-05-28 08:20:19.815935+00:00;0
2025-05-28 08:21:21.791831+00:00;0
2025-05-28 08:22:23.850315+00:00;0
2025-05-28 08:23:25.939571+00:00;0
2025-05-28 08:24:27.967652+00:00;0
2025-05-28 08:25:30.067639+00:00;0
2025-05-28 08:26:32.178897+00:00;0
2025-05-28 08:27:34.186587+00:00;0
2025-05-28 08:28:41.379884+00:00;-2
2025-05-28 08:28:41.379884+00:00;-2
2025-05-28 08:29:43.649415+00:00;-1
2025-05-28 08:30:46.090804+00:00;-1
2025-05-28 08:31:48.258373+00:00;-1
2025-05-28 08:32:50.268854+00:00;-1
2025-05-28 08:33:52.333647+00:00;-1
2025-05-28 08:34:54.437787+00:00;-2
2025-05-28 08:35:56.472373+00:00;-1
2025-05-28 08:37:03.692007+00:00;0
2025-05-28 08:37:03.692007+00:00;0
2025-05-28 08:38:05.956356+00:00;-1
2025-05-28 08:39:07.983826+00:00;-1
2025-05-28 08:40:10.002660+00:00;-1
2025-05-28 08:41:12.191125+00:00;-1
2025-05-28 08:42:14.213087+00:00;-1
2025-05-28 08:43:16.412592+00:00;-1
2025-05-28 08:44:18.485074+00:00;-1
2025-05-28 08:45:20.567001+00:00;0
2025-05-28 08:46:22.724264+00:00;0
2025-05-28 08:47:30.081465+00:00;-2
2025-05-28 08:47:30.081465+00:00;-2
2025-05-28 08:48:37.406250+00:00;0
2025-05-28 08:48:37.406250+00:00;0
2025-05-28 08:49:39.525142+00:00;0
2025-05-28 08:50:41.589856+00:00;0
2025-05-28 08:51:43.719239+00:00;0
2025-05-28 08:52:45.806775+00:00;0
2025-05-28 08:53:47.835913+00:00;0
2025-05-28 08:54:55.111967+00:00;2
2025-05-28 08:54:55.111967+00:00;2
2025-05-28 08:55:57.227558+00:00;1
2025-05-28 08:56:59.257484+00:00;1
2025-05-28 08:58:01.413253+00:00;1
2025-05-28 08:59:03.538373+00:00;1
2025-05-28 09:00:05.703793+00:00;1
2025-05-28 09:01:07.826945+00:00;2
2025-05-28 09:02:09.889061+00:00;2
2025-05-28 09:03:11.879302+00:00;1
2025-05-28 09:04:14.089323+00:00;1
2025-05-28 09:05:16.107346+00:00;1
2025-05-28 09:06:23.468493+00:00;0
2025-05-28 09:06:23.468493+00:00;0
2025-05-28 09:07:25.587879+00:00;0
2025-05-28 09:08:27.748874+00:00;0
2025-05-28 09:09:29.898083+00:00;0
2025-05-28 09:10:32.006546+00:00;0
2025-05-28 09:11:34.094598+00:00;0
2025-05-28 09:12:36.307518+00:00;0
2025-05-28 09:13:38.410224+00:00;0
2025-05-28 09:14:40.603105+00:00;0
2025-05-28 09:15:42.653150+00:00;0
2025-05-28 09:16:44.747461+00:00;0
2025-05-28 09:17:46.869066+00:00;0
2025-05-28 09:18:48.967712+00:00;0
2025-05-28 09:19:56.333986+00:00;-2
2025-05-28 09:19:56.333986+00:00;-2
2025-05-28 09:21:03.734737+00:00;0
2025-05-28 09:21:03.735690+00:00;0
2025-05-28 09:22:05.845463+00:00;0
2025-05-28 09:23:08.058890+00:00;0
2025-05-28 09:24:10.135688+00:00;0
2025-05-28 09:25:12.201979+00:00;0
2025-05-28 09:26:14.358154+00:00;0
2025-05-28 09:27:16.479541+00:00;0
2025-05-28 09:28:23.609713+00:00;2
2025-05-28 09:28:23.609713+00:00;2
2025-05-28 09:29:25.790055+00:00;1
2025-05-28 09:30:27.912139+00:00;1
2025-05-28 09:31:29.958896+00:00;1
2025-05-28 09:32:37.236315+00:00;0
2025-05-28 09:32:37.236315+00:00;0
2025-05-28 09:33:44.479896+00:00;2
2025-05-28 09:33:44.479896+00:00;2
2025-05-28 09:34:46.650994+00:00;2
2025-05-28 09:35:48.745769+00:00;2
2025-05-28 09:36:55.977993+00:00;0
2025-05-28 09:36:55.977993+00:00;0
2025-05-28 09:37:58.096537+00:00;0
2025-05-28 09:39:05.315683+00:00;2
2025-05-28 09:39:05.316684+00:00;2
2025-05-28 09:40:12.695498+00:00;0
2025-05-28 09:40:12.695498+00:00;0
2025-05-28 09:41:14.788508+00:00;0
2025-05-28 09:42:16.826865+00:00;0
2025-05-28 09:43:18.961468+00:00;0
2025-05-28 09:44:20.987338+00:00;0
2025-05-28 09:45:23.157179+00:00;0
2025-05-28 09:46:25.264808+00:00;0
2025-05-28 09:47:27.385532+00:00;0
2025-05-28 09:48:29.462559+00:00;0
2025-05-28 09:49:31.638978+00:00;0
2025-05-28 09:50:38.950208+00:00;2
2025-05-28 09:50:38.950208+00:00;2
2025-05-28 09:51:41.111312+00:00;1
2025-05-28 09:52:43.184591+00:00;1
2025-05-28 09:53:45.269482+00:00;1
2025-05-28 09:54:47.498952+00:00;1
2025-05-28 09:55:49.580827+00:00;1
2025-05-28 09:56:51.653608+00:00;1
2025-05-28 09:57:53.822922+00:00;1
2025-05-28 09:58:55.970894+00:00;1
2025-05-28 09:59:58.082176+00:00;1
2025-05-28 10:01:00.141200+00:00;2
2025-05-28 10:02:07.362250+00:00;0
2025-05-28 10:02:07.362250+00:00;0
2025-05-28 10:03:09.532802+00:00;0
2025-05-28 10:04:11.655817+00:00;0
2025-05-28 10:05:13.983367+00:00;0
2025-05-28 10:06:16.219865+00:00;0
2025-05-28 10:07:18.283866+00:00;0
2025-05-28 10:08:20.419661+00:00;0
2025-05-28 10:09:22.551354+00:00;0
2025-05-28 10:10:24.651618+00:00;0
2025-05-28 10:11:26.831771+00:00;0
2025-05-28 10:12:28.980437+00:00;0
2025-05-28 10:13:31.071367+00:00;0
2025-05-28 10:14:33.237265+00:00;0
2025-05-28 10:15:35.286820+00:00;0
2025-05-28 10:16:37.470905+00:00;0
2025-05-28 10:17:44.716957+00:00;-2
2025-05-28 10:17:44.716957+00:00;-2
2025-05-28 10:18:46.789438+00:00;-1
2025-05-28 10:19:48.966567+00:00;-1
2025-05-28 10:20:51.019068+00:00;-1
2025-05-28 10:21:53.107457+00:00;-1
2025-05-28 10:22:55.310042+00:00;-1
2025-05-28 10:24:02.596576+00:00;0
2025-05-28 10:24:02.596576+00:00;0
2025-05-28 10:25:04.794666+00:00;0
2025-05-28 10:26:06.863873+00:00;0
2025-05-28 10:27:08.970986+00:00;0
2025-05-28 10:28:16.346457+00:00;-2
2025-05-28 10:28:16.346457+00:00;-2
2025-05-28 10:29:18.365662+00:00;-1
2025-05-28 10:30:20.472270+00:00;-1
2025-05-28 10:31:22.658141+00:00;-1
2025-05-28 10:32:24.693214+00:00;-1
2025-05-28 10:33:26.866489+00:00;-1
2025-05-28 10:34:28.975432+00:00;-1
2025-05-28 10:35:31.080207+00:00;-1
2025-05-28 10:36:33.227273+00:00;-1
2025-05-28 10:37:35.344354+00:00;-1
2025-05-28 10:38:37.400725+00:00;-1
2025-05-28 10:39:39.575883+00:00;-1
2025-05-28 10:40:41.679224+00:00;-1
2025-05-28 10:41:43.922502+00:00;-1
2025-05-28 10:42:46.000625+00:00;-1
2025-05-28 10:43:48.150743+00:00;-1
2025-05-28 10:44:55.636664+00:00;0
2025-05-28 10:44:55.636664+00:00;0
2025-05-28 10:46:03.030915+00:00;-2
2025-05-28 10:46:03.031915+00:00;-2
2025-05-28 10:47:05.103733+00:00;-1
2025-05-28 10:48:07.252281+00:00;-1
2025-05-28 10:49:09.319944+00:00;-1
2025-05-28 10:50:11.573910+00:00;-1
2025-05-28 10:51:13.671749+00:00;-1
2025-05-28 10:52:15.813015+00:00;-1
2025-05-28 10:53:17.943319+00:00;-1
2025-05-28 10:54:20.055133+00:00;-1
2025-05-28 10:55:22.131912+00:00;-1
2025-05-28 10:56:29.380576+00:00;0
2025-05-28 10:56:29.380576+00:00;0
2025-05-28 10:57:31.589687+00:00;0
2025-05-28 10:58:38.968617+00:00;-2
2025-05-28 10:58:38.969616+00:00;-2
2025-05-28 10:59:41.093346+00:00;-1
2025-05-28 11:05:53.144767+00:00;-1
2025-05-28 11:06:55.304679+00:00;-1
2025-05-28 11:07:57.468286+00:00;-1
2025-05-28 11:08:59.493279+00:00;-1
2025-05-28 11:10:01.672721+00:00;-1
2025-05-28 11:11:08.921330+00:00;0
2025-05-28 11:11:08.922285+00:00;0
2025-05-28 11:12:10.983643+00:00;0
2025-05-28 11:13:13.129353+00:00;0
2025-05-28 11:14:20.430620+00:00;-2
2025-05-28 11:14:20.430620+00:00;-2
2025-05-28 11:15:22.542088+00:00;-1
2025-05-28 11:16:24.799142+00:00;-1
2025-05-28 11:17:26.895758+00:00;-1
2025-05-28 11:18:29.082306+00:00;-1
2025-05-28 11:19:31.204299+00:00;-2
2025-05-28 11:20:38.475808+00:00;0
2025-05-28 11:20:38.476807+00:00;0
2025-05-28 11:21:45.830413+00:00;-2
2025-05-28 11:21:45.830413+00:00;-2
2025-05-28 11:22:53.167830+00:00;0
2025-05-28 11:22:53.167830+00:00;0
2025-05-28 11:23:55.361731+00:00;0
2025-05-28 11:24:57.386487+00:00;0
2025-05-28 11:25:59.555667+00:00;0
2025-05-28 11:27:01.738108+00:00;0
2025-05-28 11:28:03.849138+00:00;0
2025-05-28 11:29:06.136306+00:00;0
2025-05-28 11:30:08.272488+00:00;0
2025-05-28 11:31:10.355697+00:00;0
2025-05-28 11:32:12.571662+00:00;0
2025-05-28 11:33:19.968681+00:00;2
2025-05-28 11:33:19.969689+00:00;2
2025-05-28 11:34:22.109101+00:00;1
2025-05-28 11:35:24.318902+00:00;1
2025-05-28 11:36:26.396295+00:00;1
2025-05-28 11:37:33.752880+00:00;0
2025-05-28 11:37:33.753881+00:00;0
2025-05-28 11:38:35.857120+00:00;0
2025-05-28 11:39:38.034980+00:00;0
2025-05-28 11:40:40.150618+00:00;0
2025-05-28 11:41:42.289286+00:00;0
2025-05-28 11:42:44.550767+00:00;0
2025-05-28 11:43:51.802321+00:00;-2
2025-05-28 11:43:51.802321+00:00;-2
2025-05-28 11:44:53.907868+00:00;-2
2025-05-28 11:45:56.063811+00:00;-2
2025-05-28 11:46:58.137927+00:00;-1
2025-05-28 11:48:00.299276+00:00;-1
2025-05-28 11:49:02.497721+00:00;-1
2025-05-28 11:50:04.605814+00:00;-1
2025-05-28 11:51:06.839306+00:00;-1
2025-05-28 11:52:08.954766+00:00;-1
2025-05-28 11:53:11.128362+00:00;-1
2025-05-28 11:54:13.204170+00:00;-1
2025-05-28 11:55:15.363811+00:00;-1
2025-05-28 11:56:22.682494+00:00;0
2025-05-28 11:56:22.682494+00:00;0
2025-05-28 11:57:24.816937+00:00;0
2025-05-28 11:58:27.058662+00:00;0
2025-05-28 11:59:29.211085+00:00;0
2025-05-28 12:00:31.475575+00:00;0
2025-05-28 12:01:33.664875+00:00;0
2025-05-28 12:02:35.784142+00:00;0
2025-05-28 12:03:37.954200+00:00;0
2025-05-28 12:04:45.292076+00:00;2
2025-05-28 12:04:45.293084+00:00;2
2025-05-28 12:05:47.443369+00:00;1
2025-05-28 12:06:54.857238+00:00;0
2025-05-28 12:06:54.857238+00:00;0
2025-05-28 12:07:57.073120+00:00;0
2025-05-28 12:08:59.297403+00:00;0
2025-05-28 12:10:01.456207+00:00;0
2025-05-28 12:11:03.576573+00:00;0
2025-05-28 12:12:10.992435+00:00;-2
2025-05-28 12:12:10.992435+00:00;-2
2025-05-28 12:13:13.172838+00:00;-1
2025-05-28 12:14:15.308203+00:00;-1
2025-05-28 12:15:17.511898+00:00;-1
2025-05-28 12:16:24.711325+00:00;0
2025-05-28 12:16:24.711325+00:00;0
2025-05-28 12:17:26.975694+00:00;0
2025-05-28 12:18:29.059274+00:00;0
2025-05-28 12:19:31.152367+00:00;0
2025-05-28 12:20:33.368065+00:00;0
2025-05-28 12:21:35.495379+00:00;0
2025-05-28 12:22:37.790745+00:00;0
2025-05-28 12:23:40.022802+00:00;0
2025-05-28 12:24:42.161737+00:00;0
2025-05-28 12:25:44.307685+00:00;0
2025-05-28 12:26:46.499902+00:00;0
2025-05-28 12:27:53.821156+00:00;-2
2025-05-28 12:27:53.821156+00:00;-2
2025-05-28 12:28:55.977916+00:00;-1
2025-05-28 12:30:03.342979+00:00;0
2025-05-28 12:30:03.342979+00:00;0
2025-05-28 12:31:05.521225+00:00;0
2025-05-28 12:32:07.662905+00:00;0
2025-05-28 12:33:09.783025+00:00;0
2025-05-28 12:34:17.086463+00:00;2
2025-05-28 12:34:17.086463+00:00;2
2025-05-28 12:35:19.167511+00:00;1
2025-05-28 12:36:21.552335+00:00;1
2025-05-28 12:37:23.717753+00:00;1
2025-05-28 12:38:31.213975+00:00;0
2025-05-28 12:38:31.213975+00:00;0
2025-05-28 12:39:33.481893+00:00;0
2025-05-28 12:40:35.597699+00:00;0
2025-05-28 12:41:37.707674+00:00;0
2025-05-28 12:42:45.198883+00:00;2
2025-05-28 12:42:45.198883+00:00;2
2025-05-28 12:43:47.375242+00:00;1
2025-05-28 12:44:54.749700+00:00;1
2025-05-28 12:44:54.749700+00:00;1
2025-05-28 12:45:56.934569+00:00;0
2025-05-28 12:46:59.052470+00:00;0
2025-05-28 12:48:01.277323+00:00;0
2025-05-28 12:49:03.412143+00:00;0
2025-05-28 12:50:05.692270+00:00;0
2025-05-28 12:51:07.792981+00:00;0
2025-05-28 12:52:09.988581+00:00;0
2025-05-28 12:53:12.200766+00:00;1
2025-05-28 12:54:14.296461+00:00;1
2025-05-28 12:55:16.460603+00:00;1
2025-05-28 12:56:18.585067+00:00;0
2025-05-28 12:57:20.704223+00:00;0
2025-05-28 12:58:22.977843+00:00;0
2025-05-28 12:59:25.157355+00:00;0
2025-05-28 13:00:27.272117+00:00;0
2025-05-28 13:01:34.757875+00:00;-2
2025-05-28 13:01:34.757875+00:00;-2
2025-05-28 13:02:42.072154+00:00;0
2025-05-28 13:02:42.072154+00:00;0
2025-05-28 13:03:44.269833+00:00;0
2025-05-28 13:04:46.663362+00:00;0
2025-05-28 13:05:48.809878+00:00;0
2025-05-28 13:06:51.027308+00:00;0
2025-05-28 13:07:53.198321+00:00;0
2025-05-28 13:08:55.428004+00:00;0
2025-05-28 13:09:57.612418+00:00;0
2025-05-28 13:10:59.687002+00:00;0
2025-05-28 13:12:07.158951+00:00;-2
2025-05-28 13:12:07.158951+00:00;-2
2025-05-28 13:13:09.313130+00:00;-1
2025-05-28 13:14:11.569169+00:00;-1
2025-05-28 13:15:13.692820+00:00;-1
2025-05-28 13:16:15.779869+00:00;-1
2025-05-28 13:17:17.947502+00:00;-1
2025-05-28 13:18:20.074705+00:00;-1
2025-05-28 13:19:27.455130+00:00;0
2025-05-28 13:19:27.455130+00:00;0
2025-05-28 13:20:29.606062+00:00;0
2025-05-28 13:21:36.990128+00:00;-2
2025-05-28 13:21:36.990128+00:00;-2
2025-05-28 13:22:40.022200+00:00;-1
2025-05-28 13:23:47.340054+00:00;-1
2025-05-28 13:23:47.340054+00:00;-1
2025-05-28 13:24:49.522718+00:00;-1
2025-05-28 13:25:51.754134+00:00;-1
2025-05-28 13:26:54.006476+00:00;0
2025-05-28 13:27:56.183076+00:00;0
2025-05-28 13:28:58.338662+00:00;-1
2025-05-28 13:30:00.506989+00:00;-1
2025-05-28 13:31:02.744255+00:00;-1
2025-05-28 13:32:04.895229+00:00;0
2025-05-28 13:33:12.493549+00:00;-2
2025-05-28 13:33:12.493549+00:00;-2
2025-05-28 13:34:14.658707+00:00;-1
2025-05-28 13:35:22.065212+00:00;0
2025-05-28 13:35:22.065212+00:00;0
2025-05-28 13:36:24.345545+00:00;0
2025-05-28 13:37:26.465072+00:00;0
2025-05-28 13:38:28.563131+00:00;0
2025-05-28 13:39:36.056461+00:00;-2
2025-05-28 13:39:36.056461+00:00;-2
2025-05-28 13:40:43.473940+00:00;0
2025-05-28 13:40:43.473940+00:00;0
2025-05-28 13:41:45.674249+00:00;0
2025-05-28 13:42:53.107174+00:00;-2
2025-05-28 13:42:53.107174+00:00;-2
2025-05-28 13:43:55.233569+00:00;-1
2025-05-28 13:44:57.451199+00:00;-1
2025-05-28 13:45:59.593972+00:00;-1
2025-05-28 13:47:01.915069+00:00;-1
2025-05-28 13:48:04.128458+00:00;-1
2025-05-28 13:49:06.237894+00:00;-1
2025-05-28 13:50:13.656265+00:00;0
2025-05-28 13:50:13.656265+00:00;0
2025-05-28 13:51:15.791259+00:00;0
2025-05-28 13:52:17.889230+00:00;0
2025-05-28 13:53:20.181211+00:00;0
2025-05-28 13:54:22.270150+00:00;0
2025-05-28 13:55:24.450182+00:00;0
2025-05-28 13:56:26.610632+00:00;0
2025-05-28 13:57:28.762983+00:00;0
2025-05-28 13:58:36.177178+00:00;2
2025-05-28 13:58:36.177178+00:00;2
2025-05-28 13:59:38.266821+00:00;1
2025-05-28 14:00:45.721713+00:00;0
2025-05-28 14:00:45.722716+00:00;0
2025-05-28 14:01:47.907378+00:00;0
2025-05-28 14:02:50.068905+00:00;0
2025-05-28 14:03:52.313119+00:00;0
2025-05-28 14:04:54.484196+00:00;0
2025-05-28 14:05:56.691211+00:00;0
2025-05-28 14:06:58.864544+00:00;0
2025-05-28 14:08:01.053772+00:00;0
2025-05-28 14:09:08.591994+00:00;2
2025-05-28 14:09:08.591994+00:00;2
2025-05-28 14:10:15.942664+00:00;0
2025-05-28 14:10:15.943610+00:00;0
2025-05-28 14:11:18.124247+00:00;0
2025-05-28 14:12:20.217117+00:00;0
2025-05-28 14:13:22.423645+00:00;0
2025-05-28 14:14:24.635088+00:00;0
2025-05-28 14:15:26.766165+00:00;0
2025-05-28 14:16:34.199851+00:00;-2
2025-05-28 14:16:34.199851+00:00;-2
2025-05-28 14:17:36.377332+00:00;-1
2025-05-28 14:18:43.640115+00:00;0
2025-05-28 14:18:43.640115+00:00;0
2025-05-28 14:19:51.093041+00:00;-2
2025-05-28 14:19:51.094035+00:00;-2
2025-05-28 14:20:53.231271+00:00;-1
2025-05-28 14:22:00.653228+00:00;0
2025-05-28 14:22:00.653228+00:00;0
2025-05-28 14:23:02.850464+00:00;0
2025-05-28 14:24:04.978648+00:00;0
2025-05-28 14:25:07.160048+00:00;0
2025-05-28 14:26:09.246178+00:00;0
2025-05-28 14:27:16.402198+00:00;2
2025-05-28 14:27:16.402198+00:00;2
2025-05-28 14:28:18.643984+00:00;1
2025-05-28 14:29:20.832301+00:00;1
2025-05-28 14:30:23.058683+00:00;1
2025-05-28 14:31:25.220353+00:00;1
2025-05-28 14:32:27.440219+00:00;1
2025-05-28 14:33:29.634833+00:00;2
2025-05-28 14:34:36.896141+00:00;0
2025-05-28 14:34:36.896141+00:00;0
2025-05-28 14:35:44.423843+00:00;2
2025-05-28 14:35:44.423843+00:00;2
2025-05-28 14:36:46.577054+00:00;1
2025-05-28 14:37:48.785728+00:00;1
2025-05-28 14:38:56.109803+00:00;0
2025-05-28 14:38:56.109803+00:00;0
2025-05-28 14:39:58.246834+00:00;0
2025-05-28 14:41:00.464156+00:00;0
2025-05-28 14:42:02.645042+00:00;0
2025-05-28 14:43:09.973372+00:00;-2
2025-05-28 14:43:09.974372+00:00;-2
2025-05-28 14:44:12.267175+00:00;-2
2025-05-28 14:45:14.381227+00:00;-1
2025-05-28 14:46:16.505303+00:00;-1
2025-05-28 14:47:18.780981+00:00;-1
2025-05-28 14:48:20.962808+00:00;-1
2025-05-28 14:49:23.182307+00:00;-1
2025-05-28 14:50:25.351015+00:00;-1
2025-05-28 14:51:27.549168+00:00;-1
2025-05-28 14:52:29.789522+00:00;-2
2025-05-28 14:53:32.022097+00:00;-1
2025-05-28 14:54:34.217343+00:00;-1
2025-05-28 14:55:36.455866+00:00;-1
2025-05-28 14:56:38.655962+00:00;-1
2025-05-28 14:57:40.931685+00:00;-1
2025-05-28 14:58:48.195844+00:00;0
2025-05-28 14:58:48.196844+00:00;0
2025-05-28 14:59:50.368516+00:00;0
2025-05-28 15:00:52.629293+00:00;0
2025-05-28 15:01:54.753824+00:00;0
2025-05-28 15:02:57.050629+00:00;-1
2025-05-28 15:03:59.377472+00:00;-1
2025-05-28 15:05:01.556643+00:00;-1
2025-05-28 15:06:03.746268+00:00;-1
2025-05-28 15:07:05.889430+00:00;-1
2025-05-28 15:08:08.002102+00:00;-1
2025-05-28 15:09:10.204249+00:00;-1
2025-05-28 15:10:12.447950+00:00;-1
2025-05-28 15:11:14.809156+00:00;0
2025-05-28 15:12:16.960318+00:00;0
2025-05-28 15:13:19.092160+00:00;0
2025-05-28 15:14:21.276654+00:00;0
2025-05-28 15:15:23.460017+00:00;0
2025-05-28 15:16:25.777015+00:00;0
2025-05-28 15:17:27.981836+00:00;-1
2025-05-28 15:18:30.375265+00:00;-1
2025-05-28 15:19:32.606699+00:00;-1
2025-05-28 15:20:34.832668+00:00;-1
2025-05-28 15:21:37.030972+00:00;0
2025-05-28 15:22:39.229529+00:00;0
2025-05-28 15:23:41.427185+00:00;0
2025-05-28 15:24:43.677785+00:00;0
2025-05-28 15:25:45.779264+00:00;0
2025-05-28 15:26:48.054918+00:00;0
2025-05-28 15:27:50.183142+00:00;0
2025-05-28 15:28:57.509924+00:00;-2
2025-05-28 15:28:57.509924+00:00;-2
2025-05-28 15:29:59.659709+00:00;-1
2025-05-28 15:31:01.836073+00:00;-1
2025-05-28 15:32:04.068200+00:00;-1
2025-05-28 15:33:06.185513+00:00;-1
2025-05-28 15:34:08.321175+00:00;-1
2025-05-28 15:35:10.556342+00:00;-1
2025-05-28 15:36:17.895387+00:00;0
2025-05-28 15:36:17.895387+00:00;0
2025-05-28 15:37:20.180374+00:00;0
2025-05-28 15:38:22.316045+00:00;0
2025-05-28 15:39:24.549040+00:00;0
2025-05-28 15:40:26.772505+00:00;0
2025-05-28 15:41:28.938677+00:00;0
2025-05-28 15:42:36.208384+00:00;-2
2025-05-28 15:42:36.209392+00:00;-2
2025-05-28 15:43:38.380148+00:00;-1
2025-05-28 15:44:40.534677+00:00;-1
2025-05-28 15:45:42.787151+00:00;-1
2025-05-28 15:46:44.977076+00:00;-2
2025-05-28 15:47:47.177145+00:00;-1
2025-05-28 15:48:49.637077+00:00;-1
2025-05-28 15:49:51.764521+00:00;-2
2025-05-28 16:05:22.186295+00:00;-1
2025-05-28 16:06:29.652001+00:00;0
2025-05-28 16:06:29.652001+00:00;0
2025-05-28 16:07:31.954023+00:00;0
2025-05-28 16:08:34.139397+00:00;0
2025-05-28 16:09:36.700595+00:00;0
2025-05-28 16:10:38.952178+00:00;0
2025-05-28 16:11:41.094920+00:00;0
2025-05-28 16:12:43.359976+00:00;0
2025-05-28 16:13:45.515052+00:00;0
2025-05-28 16:14:47.665262+00:00;0
2025-05-28 16:15:49.859409+00:00;0
2025-05-28 16:16:51.991077+00:00;0
2025-05-28 16:17:59.329799+00:00;2
2025-05-28 16:17:59.329799+00:00;2
2025-05-28 16:19:01.534531+00:00;1
2025-05-28 16:20:03.718539+00:00;1
2025-05-28 16:21:05.980883+00:00;1
2025-05-28 16:22:08.183322+00:00;1
2025-05-28 16:23:10.464491+00:00;1
2025-05-28 16:24:17.784474+00:00;0
2025-05-28 16:24:17.784474+00:00;0
2025-05-28 16:25:19.980959+00:00;0
2025-05-28 16:26:22.204115+00:00;0
2025-05-28 16:27:24.379642+00:00;0
2025-05-28 16:28:26.851287+00:00;0
2025-05-28 16:29:34.193967+00:00;2
2025-05-28 16:29:34.194954+00:00;2
2025-05-28 16:30:41.476500+00:00;0
2025-05-28 16:30:41.476500+00:00;0
2025-05-28 16:31:43.710089+00:00;0
2025-05-28 16:32:45.907871+00:00;0
2025-05-28 16:33:48.207998+00:00;0
2025-05-28 16:34:50.396465+00:00;0
2025-05-28 16:35:52.623900+00:00;0
2025-05-28 16:37:00.171727+00:00;-2
2025-05-28 16:37:00.172743+00:00;-2
2025-05-28 16:38:02.346077+00:00;-1
2025-05-28 16:39:04.625313+00:00;-1
2025-05-28 16:40:06.789785+00:00;-1
2025-05-28 16:41:08.888064+00:00;-1
2025-05-28 16:42:11.145107+00:00;-1
2025-05-28 16:43:13.353063+00:00;-1
2025-05-28 16:44:15.572661+00:00;-1
2025-05-28 16:45:17.723855+00:00;-1
2025-05-28 16:46:20.024983+00:00;-1
2025-05-28 16:47:22.391923+00:00;-1
2025-05-28 16:48:24.589405+00:00;-1
2025-05-28 16:49:26.829469+00:00;-1
2025-05-28 16:50:29.014529+00:00;-1
2025-05-28 16:51:31.194099+00:00;-1
