4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T09:52:00Z;2129.8;2129.9;2129.9;2129.8;4;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T13:31:00Z;2130;2130;2130;2130;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T13:41:00Z;2125;2124.8;2125;2124.8;4;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T13:51:00Z;2125.2;2125.2;2125.2;2125.2;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T15:03:00Z;2120;2120;2120;2120;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T15:12:00Z;2120.7;2120.7;2120.7;2120.7;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T15:20:00Z;2120.5;2120.5;2120.5;2120.5;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T15:23:00Z;2120;2120;2120;2120;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T15:48:00Z;2119;2118.7;2119;2118.7;3;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T16:05:00Z;2112.1;2112.1;2112.1;2112.1;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T16:37:00Z;2116;2116;2116;2116;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T16:53:00Z;2116;2116;2116;2116;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T17:22:00Z;2117.3;2117.3;2117.3;2117.3;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T17:38:00Z;2117.5;2117.5;2117.5;2117.5;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T17:39:00Z;2115.9;2115.9;2115.9;2115.9;1;
4d84b0be-2bde-44f4-b7bc-a20bf4c531cf;2024-02-09T18:50:00Z;2118;2118;2118;2118;2;
